date,grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8
18 Dec 22:00,-2.50105127237,-2.50159360638,-2.50116821020,-2.50275613039,-2.50449048313,-2.50307160721,-2.50687637702,-2.51780569711,-2.50702945866
18 Dec 23:00,-2.56225303047,-2.56045243756,-2.56229794824,-2.56159396867,-2.56034323090,-2.56182435468,-2.56683316834,-2.57332992524,-2.56698728768
19 Dec 00:00,-2.59008866324,-2.58725699221,-2.59009727059,-2.58830236693,-2.58566454704,-2.58847676811,-2.59378874267,-2.59768153783,-2.59393254029
19 Dec 01:00,-2.60425938452,-2.60104291734,-2.60424984876,-2.60199618569,-2.59878968040,-2.60213552051,-2.60736922359,-2.60980662756,-2.60750153358
19 Dec 02:00,-2.61318794195,-2.60988830175,-2.61317698236,-2.61081254990,-2.60747729278,-2.6109459036,-2.61616096710,-2.61824456293,-2.61629215139
19 Dec 03:00,-2.61969348397,-2.61643135950,-2.61968733724,-2.61735037925,-2.61406114587,-2.61748867236,-2.62270279815,-2.62486325884,-2.62283661049
19 Dec 04:00,-2.62542773474,-2.62229369007,-2.62543407522,-2.62325101150,-2.62016169229,-2.62340974603,-2.62873071963,-2.63150573482,-2.62887377477
19 Dec 05:00,-2.62710026440,-2.62412950234,-2.62711384647,-2.62509304273,-2.62221564763,-2.62526090368,-2.63051098879,-2.63363261341,-2.63065655054
19 Dec 06:00,-2.07803593245,-2.07427658151,-2.07802197228,-2.07494243547,-2.07088182523,-2.07504288591,-2.08044028205,-2.08100796241,-2.08056397100
19 Dec 07:00,-1.70212230860,-1.70000343086,-1.70216275931,-1.70042293218,-1.69831161445,-1.70055825478,-1.70504544851,-1.70801245683,-1.70515243763
19 Dec 08:00,-1.41318020652,-1.41295086090,-1.41329249425,-1.41296421315,-1.41294884748,-1.41312675612,-1.41563791924,-1.41954711506,-1.41573663227
19 Dec 09:00,-1.27046886243,-1.27335415319,-1.27238438666,-1.26673755041,-1.27011256427,-1.27081476684,-1.24375233787,-1.24600507193,-1.26473044907
19 Dec 10:00,-1.18956606486,-1.19616388702,-1.19664337493,-1.17523894704,-1.18728527201,-1.19206651339,-0.881642895929,-1.14086718370,-1.18115963323
19 Dec 11:00,-1.11388676770,-1.12646171484,-1.12909637738,-1.05749280687,-1.10893764435,-1.12140979285,-0.70871922641,-0.721927579569,-1.10778068389
19 Dec 12:00,-1.06688862156,-1.09184737600,-1.09515301869,-0.866931194149,-1.07233330849,-1.08872413459,-0.858430909873,-0.807673545277,-1.07479586942
19 Dec 13:00,-1.05413233594,-1.0755567885,-1.08430517966,-0.901768987313,-0.923522237793,-1.07954394929,-0.905990935873,-0.849302216259,-1.06728214406
19 Dec 14:00,-0.943280359707,-0.935312779558,-1.08007961792,-0.942390497772,-0.925802364907,-1.07853530014,-1.06458738854,-0.886530368311,-1.07290021017
19 Dec 15:00,-1.12854376760,-1.09405795579,-1.09390777990,-1.13199289808,-1.09692283979,-1.12893291511,-1.12926848181,-1.08252648737,-1.12626498206
19 Dec 16:00,-1.19826171654,-1.20145957398,-1.19682761026,-1.20273961934,-1.20736330363,-1.20122597477,-1.20317001924,-1.21438856530,-1.20161187229
19 Dec 17:00,-1.26849588279,-1.27137287871,-1.26685363156,-1.27220292894,-1.27647461209,-1.27045252151,-1.27332239579,-1.28596554109,-1.27155631841
19 Dec 18:00,-1.28703721234,-1.28898816069,-1.28523168715,-1.28969197992,-1.29276120889,-1.28775162873,-1.29098945106,-1.30188704601,-1.28909306615
19 Dec 19:00,-1.28394006913,-1.28540650366,-1.28206294978,-1.28605580761,-1.28850262215,-1.28403291081,-1.28749158081,-1.29756901644,-1.28554202678
19 Dec 20:00,-1.29831194961,-1.29965056414,-1.29643694554,-1.30032636346,-1.30265723643,-1.29831413296,-1.30197210621,-1.31230613037,-1.30003486563
19 Dec 21:00,-2.18165559827,-2.18466432724,-2.18005120883,-2.18576830276,-2.19051685183,-2.18411999396,-2.18742142183,-2.20285570773,-2.18573301504
19 Dec 22:00,-2.45882596086,-2.45811097407,-2.45706256337,-2.45953361765,-2.45977302380,-2.45774474173,-2.46342630640,-2.47354998455,-2.46172161687
19 Dec 23:00,-2.5155223739,-2.51265990525,-2.51356581723,-2.51406190028,-2.51155822781,-2.51205058817,-2.51880871689,-2.52484390851,-2.51697899672
20 Dec 00:00,-2.54516011458,-2.54127295196,-2.54326225049,-2.54262297570,-2.53878598087,-2.54067101551,-2.54783478223,-2.55167101019,-2.54609446700
20 Dec 01:00,-2.56204156077,-2.55775230030,-2.56026022115,-2.55905736335,-2.55468281069,-2.55723140019,-2.56448929607,-2.56731423044,-2.56287651719
20 Dec 02:00,-2.57310987427,-2.56872915020,-2.57142783402,-2.57000041934,-2.56549000684,-2.56828268294,-2.57549796039,-2.57796051347,-2.57398641062
20 Dec 03:00,-2.58199097311,-2.57770691063,-2.58041040928,-2.5790150975,-2.57467184349,-2.57741928168,-2.58476518221,-2.58783696238,-2.58335356103
20 Dec 04:00,-2.58592661468,-2.58177096764,-2.58443221544,-2.58305146949,-2.57885618013,-2.58155021506,-2.58874635933,-2.59191504134,-2.58741696971
20 Dec 05:00,-2.58384496028,-2.57980670521,-2.5824283105,-2.58103213700,-2.57694480192,-2.57961133020,-2.58657100053,-2.58957004250,-2.58531397581
20 Dec 06:00,-2.04060469800,-2.03588384578,-2.03929346995,-2.03676203234,-2.03158842575,-2.03541736323,-2.04225072243,-2.04247192785,-2.04110113610
20 Dec 07:00,-1.65816539024,-1.65496638530,-1.65696130522,-1.65557617647,-1.65219161529,-1.65432513927,-1.66024674027,-1.66251701537,-1.65913658463
20 Dec 08:00,-1.36995150254,-1.36874436415,-1.36888523484,-1.36910946093,-1.36808373619,-1.36798251492,-1.37239752708,-1.37708258923,-1.37134921207
20 Dec 09:00,-1.25794737830,-1.25935781933,-1.25703757306,-1.25905096025,-1.26098761929,-1.25807421460,-1.25865121154,-1.26304489154,-1.25778453376
20 Dec 10:00,-1.21063186056,-1.21288048999,-1.20987636450,-1.21143892339,-1.21396456658,-1.21068153455,-1.20526820035,-1.20488557069,-1.20648729217
20 Dec 11:00,-1.17991149981,-1.18247590357,-1.17930398934,-1.18009091845,-1.18300528662,-1.17979601274,-1.17051337189,-1.16486212254,-1.17355317636
20 Dec 12:00,-1.16196603611,-1.16469678712,-1.16147228209,-1.16147565647,-1.16591550901,-1.16242829903,-1.15642215614,-1.15288064634,-1.15716753884
20 Dec 13:00,-1.14830725836,-1.15087438935,-1.14773592919,-1.14955656151,-1.15241008708,-1.14889756124,-1.14509768041,-1.14317816372,-1.14437859303
20 Dec 14:00,-1.13949055309,-1.14178143769,-1.14037632146,-1.14101417537,-1.14371294777,-1.14179280648,-1.13933729920,-1.13848781325,-1.13867162046
20 Dec 15:00,-1.13153040904,-1.13251144160,-1.12983856089,-1.13364646584,-1.13544198907,-1.13316358385,-1.13292997523,-1.13719623041,-1.13238655297
20 Dec 16:00,-1.16049944296,-1.16291571744,-1.16011183531,-1.16312303751,-1.16655164248,-1.16274763046,-1.16398127736,-1.17314039011,-1.16351587459
20 Dec 17:00,-1.20896724335,-1.21129551644,-1.20863973780,-1.21162930757,-1.21502889514,-1.21133119091,-1.21297569833,-1.22292103450,-1.21256880212
20 Dec 18:00,-1.22754002483,-1.22922773188,-1.22725124225,-1.22961220475,-1.23224808159,-1.22936592537,-1.23150854067,-1.24070016709,-1.23116380985
20 Dec 19:00,-1.23748275847,-1.23894839592,-1.23723555370,-1.23936511038,-1.24175074221,-1.23917110832,-1.24152985788,-1.25058080003,-1.24123574282
20 Dec 20:00,-1.24881051299,-1.25021230295,-1.24860227320,-1.25064683515,-1.25296687676,-1.25049957941,-1.25291809345,-1.26195608147,-1.25266647241
20 Dec 21:00,-2.06751054896,-2.07055421061,-2.06742710435,-2.07138606446,-2.07604578733,-2.07143003001,-2.07347676373,-2.08722623967,-2.07332147914
20 Dec 22:00,-2.39910404421,-2.39866349904,-2.39894131197,-2.39981722512,-2.40027135321,-2.39981082939,-2.40410696438,-2.41293158798,-2.40400610145
20 Dec 23:00,-2.45602116758,-2.45343508872,-2.45579120492,-2.45456935648,-2.45228806244,-2.45448357195,-2.45984437404,-2.46457576504,-2.45974444296
21 Dec 00:00,-2.48521547785,-2.48161479370,-2.48496167050,-2.48264927275,-2.47899424705,-2.48252087935,-2.48806997558,-2.49010007407,-2.48797421593
21 Dec 01:00,-2.50105420154,-2.49698683264,-2.50081393128,-2.49796328241,-2.49366754972,-2.49784094160,-2.50348567149,-2.50420433373,-2.50341364655
21 Dec 02:00,-2.5112977404,-2.50714210534,-2.51108440973,-2.50813038521,-2.50373900490,-2.50804088607,-2.51382490230,-2.51455511368,-2.51378209383
21 Dec 03:00,-2.51916161983,-2.51505485507,-2.51896912592,-2.51602092827,-2.51167470140,-2.51595191159,-2.52164659006,-2.52231235517,-2.52162207167
21 Dec 04:00,-2.52520096041,-2.52118519679,-2.52502537306,-2.52211919514,-2.51786292536,-2.52206471776,-2.52761814734,-2.52822220820,-2.52760617551
21 Dec 05:00,-2.53007301721,-2.52615360749,-2.52990616548,-2.52702003209,-2.52282783381,-2.52696526294,-2.53223739071,-2.53247717693,-2.53222847919
21 Dec 06:00,-1.98745366511,-1.98284303859,-1.98726873786,-1.98334650125,-1.97803422233,-1.98322472155,-1.98832385898,-1.98558466355,-1.98829738310
21 Dec 07:00,-1.60623106621,-1.60306321323,-1.60609468312,-1.60327140914,-1.59961566787,-1.60317045253,-1.60729151946,-1.60618566417,-1.60724694073
21 Dec 08:00,-1.31258029369,-1.31133236699,-1.31249556392,-1.31127551443,-1.30986816396,-1.31119894743,-1.31380192233,-1.31480196549,-1.31373332717
21 Dec 09:00,-1.18792378585,-1.18927081247,-1.18792673541,-1.18849161287,-1.19001692484,-1.18849947597,-1.18719368116,-1.18754315427,-1.18723258858
21 Dec 10:00,-1.14082200560,-1.14304108697,-1.14084630030,-1.14174388357,-1.14409677859,-1.14174604829,-1.13806857247,-1.13579231927,-1.13807889982
21 Dec 11:00,-1.11501201709,-1.11764255498,-1.11505093892,-1.11624215026,-1.11907977984,-1.11624554480,-1.11195883285,-1.10940521176,-1.11185462124
21 Dec 12:00,-1.09411523675,-1.09694449473,-1.09415421245,-1.09596293230,-1.09924926851,-1.09595967151,-1.09293853286,-1.09363375770,-1.09268828353
21 Dec 13:00,-1.08701702798,-1.08983894147,-1.08706659370,-1.08908934922,-1.09249824700,-1.08911788791,-1.08684653143,-1.08936735599,-1.08665034349
21 Dec 14:00,-1.08536266771,-1.08808377160,-1.08542624131,-1.08760826904,-1.09105231992,-1.08768427716,-1.08637642059,-1.09095451558,-1.08628062060
21 Dec 15:00,-1.07958829571,-1.08220257294,-1.07965932395,-1.08208217957,-1.08556897506,-1.08219362502,-1.08214327194,-1.08930322779,-1.08212240002
21 Dec 16:00,-1.09696634302,-1.09957957769,-1.09703982464,-1.09961117088,-1.10315501833,-1.09973043673,-1.10010644023,-1.10825395505,-1.10009289625
21 Dec 17:00,-1.14196805108,-1.14450681291,-1.14204388990,-1.14461895836,-1.14810246353,-1.14474474579,-1.14526539487,-1.15359178904,-1.14525364885
21 Dec 18:00,-1.15555693216,-1.15739732901,-1.15562084717,-1.15753867370,-1.16015918144,-1.15765470457,-1.15861473278,-1.16584012761,-1.15861479803
21 Dec 19:00,-1.15494058545,-1.15649330569,-1.15500385882,-1.15665242083,-1.15892329537,-1.15677020579,-1.15794020623,-1.16476747742,-1.15794931384
21 Dec 20:00,-1.16322095968,-1.16467674875,-1.16328803967,-1.16485875862,-1.16702352848,-1.16498386560,-1.16625328634,-1.1730316153,-1.16627040593
21 Dec 21:00,-1.88945233690,-1.89235476806,-1.88959045736,-1.89293441175,-1.89720258368,-1.89319121345,-1.89433916406,-1.90570214775,-1.89440306794
21 Dec 22:00,-2.30283351412,-2.30275468084,-2.30289445204,-2.30366122949,-2.30436762135,-2.30387116116,-2.30706556255,-2.31451568742,-2.30716882770
21 Dec 23:00,-2.36221914981,-2.35985052913,-2.36221167676,-2.36078774014,-2.35861593317,-2.36092389365,-2.36542573552,-2.36888526776,-2.36553466376
22 Dec 00:00,-2.38865551732,-2.38535571959,-2.38861441577,-2.38624473506,-2.38285292112,-2.38633552436,-2.39119378202,-2.39258399395,-2.39129613642
22 Dec 01:00,-2.40430370912,-2.40059448236,-2.40424397794,-2.40142909197,-2.39747250692,-2.40149058512,-2.40640048418,-2.40661588452,-2.40649439647
22 Dec 02:00,-2.41551462259,-2.41163723429,-2.41545016814,-2.41244948017,-2.40826169423,-2.41250228329,-2.41744624115,-2.41719196276,-2.41753920894
22 Dec 03:00,-2.42395165096,-2.42005808740,-2.42388976059,-2.42085433190,-2.41663094568,-2.42090730558,-2.42580838024,-2.42537989923,-2.42590319085
22 Dec 04:00,-2.43583462956,-2.43200610244,-2.43577710784,-2.43279033215,-2.42863844497,-2.43284628743,-2.43767522619,-2.43726374623,-2.43777150790
22 Dec 05:00,-2.45260341901,-2.44891171396,-2.45255716587,-2.44972449384,-2.44577287202,-2.44979775658,-2.45467359834,-2.45477613506,-2.45477748668
22 Dec 06:00,-1.91695906608,-1.91263091234,-1.91688902707,-1.91316166587,-1.90822034227,-1.91317266141,-1.91803484655,-1.91576625931,-1.91811806437
22 Dec 07:00,-1.54335269407,-1.54035509864,-1.54332273329,-1.54060351341,-1.53718200872,-1.54062693992,-1.54457160827,-1.54375548441,-1.54463272947
22 Dec 08:00,-1.26392293094,-1.26279452957,-1.26393869725,-1.26278031476,-1.26154505598,-1.26282175918,-1.26529200397,-1.26651943353,-1.26532473993
22 Dec 09:00,-1.15254007304,-1.15413459550,-1.15267427683,-1.15338076789,-1.15528713012,-1.15356663445,-1.15199220807,-1.15304666860,-1.15230447812
22 Dec 10:00,-1.10515161163,-1.10781422035,-1.10537020004,-1.10641725762,-1.10944605646,-1.10672670884,-1.09931894237,-1.10112979230,-1.10289663076
22 Dec 11:00,-1.07205588396,-1.07505126562,-1.07233738927,-1.07298516678,-1.07666218418,-1.07372955385,-1.06395921907,-1.06173214954,-1.06892490280
22 Dec 12:00,-1.05110446484,-1.05460730548,-1.05201819114,-1.04467063075,-1.05593387145,-1.05325481635,-1.04099752502,-1.03714372665,-1.04829132913
22 Dec 13:00,-1.01298115817,-1.02291902203,-1.02581764616,-0.954663709848,-0.964733531262,-1.02389255712,-0.950178055602,-0.921318454883,-1.01703430510
22 Dec 14:00,-0.928321106632,-0.924937309055,-0.997248559268,-0.925757589768,-0.916582982578,-0.995444938638,-0.982792687791,-0.882672093908,-0.989937167631
22 Dec 15:00,-1.01220061039,-0.988372535973,-0.988678809877,-1.01432897146,-0.989211044904,-1.01269588822,-1.01238188268,-0.975952657299,-1.01061003056
22 Dec 16:00,-1.06932119133,-1.07253716306,-1.06946532048,-1.07333156806,-1.07787597117,-1.07358466737,-1.07398125616,-1.08411093857,-1.07404602478
22 Dec 17:00,-1.12883832440,-1.13179092027,-1.12900049753,-1.13226746585,-1.13650588798,-1.13253338304,-1.13354861827,-1.14451053954,-1.13362654673
22 Dec 18:00,-1.14792492506,-1.15002987040,-1.14806257962,-1.15046607491,-1.15365549971,-1.15070770466,-1.15228841155,-1.16205914937,-1.15237082596
22 Dec 19:00,-1.15025214851,-1.15200581777,-1.15037904767,-1.15244128954,-1.15520545052,-1.15267395117,-1.15452001190,-1.16388213791,-1.15460445428
22 Dec 20:00,-1.16096002339,-1.16256791254,-1.16108275181,-1.16300798949,-1.16559990033,-1.16323768236,-1.16518870932,-1.17438084534,-1.16527483526
22 Dec 21:00,-1.91430349049,-1.91736314604,-1.91448461575,-1.91812291501,-1.92275607772,-1.91845834281,-1.92003946105,-1.93320741402,-1.92015571472
22 Dec 22:00,-2.30951122246,-2.30942143449,-2.30960620268,-2.31048345584,-2.31132060214,-2.31075803645,-2.31440180826,-2.32315364871,-2.31455231570
22 Dec 23:00,-2.37295880872,-2.37069007706,-2.37299320607,-2.37180417515,-2.36992598528,-2.37201759951,-2.37701243078,-2.38220123266,-2.37717338636
23 Dec 00:00,-2.41080270310,-2.40766590081,-2.41080431187,-2.40872124695,-2.40569242874,-2.40888855986,-2.41414750831,-2.41726907459,-2.41430083336
23 Dec 01:00,-2.42877844075,-2.42520528539,-2.42875719637,-2.42616788589,-2.42250497207,-2.42629494876,-2.43148542631,-2.43305126208,-2.43162505499
23 Dec 02:00,-2.44042425213,-2.43666498240,-2.44039532877,-2.43758951308,-2.43366195966,-2.43770257360,-2.44290530443,-2.44388417062,-2.44304084478
23 Dec 03:00,-2.45437348633,-2.45054541796,-2.45434216835,-2.45144625569,-2.44741199776,-2.45155301598,-2.45673381186,-2.45741416692,-2.45686743301
23 Dec 04:00,-2.46780445410,-2.46400509337,-2.46777540371,-2.46489807641,-2.46088998030,-2.46500551605,-2.47014369752,-2.47077297998,-2.47027730578
23 Dec 05:00,-2.46824023674,-2.46452199532,-2.46821537523,-2.46541439516,-2.46150629255,-2.46552603279,-2.47061761062,-2.47136364102,-2.47075214562
23 Dec 06:00,-2.47781340529,-2.47422200461,-2.47779544578,-2.47512667928,-2.47138869653,-2.47524773233,-2.48031396895,-2.48137641324,-2.48045141293
23 Dec 07:00,-2.49383167167,-2.49042202606,-2.49382113693,-2.49133959726,-2.48783961661,-2.49147054373,-2.49645610766,-2.49790041658,-2.49659579810
23 Dec 08:00,-2.50132156592,-2.49799203134,-2.50131236568,-2.49886957786,-2.49543102032,-2.49899507532,-2.50377595723,-2.50496240334,-2.50391210127
23 Dec 09:00,-2.49288750347,-2.48970959862,-2.49370702364,-2.48624813108,-2.48307844755,-2.48886801132,-2.4785551391,-2.47285313616,-2.48936439123
23 Dec 10:00,-2.48111914873,-2.47874493911,-2.48344978035,-2.47028341169,-2.46941747701,-2.47736718545,-2.42849038437,-2.44695082995,-2.47655023442
23 Dec 11:00,-2.47383141290,-2.47051926872,-2.47452160293,-2.46618522896,-2.46284457339,-2.46880400697,-2.44646348410,-2.42880226269,-2.46556466597
23 Dec 12:00,-2.46580266923,-2.46296055710,-2.46662503726,-2.45328938904,-2.45566958677,-2.46117591477,-2.44984802338,-2.42973657452,-2.45752199176
23 Dec 13:00,-2.4671077207,-2.46394268942,-2.46711726102,-2.46256926685,-2.45819793440,-2.46264860996,-2.46027524827,-2.44554056305,-2.46058224212
23 Dec 14:00,-2.46253605742,-2.45932057805,-2.46491468391,-2.45897155614,-2.45485313385,-2.46132100419,-2.46113885618,-2.4487542635,-2.46108790238
23 Dec 15:00,-2.47267601960,-2.46745850194,-2.47026174949,-2.47017311390,-2.46468566550,-2.47002801149,-2.47240012167,-2.46686228343,-2.47231140211
23 Dec 16:00,-2.48814360045,-2.48566076109,-2.48793616954,-2.48645088444,-2.48398805042,-2.48633675304,-2.49056333771,-2.49243497038,-2.49046231424
23 Dec 17:00,-2.50704775059,-2.50470078274,-2.50683436558,-2.50550600231,-2.50325456116,-2.50538908127,-2.50976524732,-2.51246337074,-2.50965069857
23 Dec 18:00,-2.51397390339,-2.51169215985,-2.51375490762,-2.51245247189,-2.51025623026,-2.51232434872,-2.51655930503,-2.51915084528,-2.51643622754
23 Dec 19:00,-2.52288331292,-2.52075598867,-2.52267969502,-2.52154926110,-2.51958653682,-2.52144490779,-2.52576530271,-2.52902308394,-2.52565389256
23 Dec 20:00,-2.53287287404,-2.53086613516,-2.53268466658,-2.53165493393,-2.52984606970,-2.53156824806,-2.53581413574,-2.53931177020,-2.53571526198
23 Dec 21:00,-2.53336739139,-2.53143444953,-2.53319650705,-2.53221107960,-2.53048931713,-2.53214271734,-2.53633076705,-2.53992109455,-2.53624651036
23 Dec 22:00,-2.54580206652,-2.54398052503,-2.54565230904,-2.54476230085,-2.54318823801,-2.54471896316,-2.54886512347,-2.55272295870,-2.54879918890
23 Dec 23:00,-2.54660598776,-2.54481014990,-2.54646848677,-2.54554469710,-2.54396267956,-2.54550814364,-2.54947210961,-2.55300057387,-2.54941626956
24 Dec 00:00,-2.53978459841,-2.53799208184,-2.53965636739,-2.53866454790,-2.53703226203,-2.53862893067,-2.54237216198,-2.54539763667,-2.54232320669
24 Dec 01:00,-2.54081360622,-2.53906273827,-2.54069750771,-2.53969672124,-2.53808226240,-2.53966870679,-2.54324651208,-2.54601370044,-2.54320685171
24 Dec 02:00,-2.54834424039,-2.54663180290,-2.54824268945,-2.54725206201,-2.54567516313,-2.54723847231,-2.55075330673,-2.55349171993,-2.55072645684
24 Dec 03:00,-2.56129170530,-2.55961875420,-2.56120273239,-2.56022277935,-2.55868228565,-2.56022098896,-2.56365942991,-2.56634557704,-2.56364340202
24 Dec 04:00,-2.56632187802,-2.56470427014,-2.56624612245,-2.56530778214,-2.56383812868,-2.56532098342,-2.56873602399,-2.57153694267,-2.56873142165
24 Dec 05:00,-2.56958804736,-2.56803963098,-2.56952206569,-2.56863270678,-2.56724102767,-2.56865531142,-2.57198688619,-2.57481872020,-2.57198974145
24 Dec 06:00,-2.57200880721,-2.57049295886,-2.57194933610,-2.57106714997,-2.56970079442,-2.57109428232,-2.57434847199,-2.57709734663,-2.57435605552
24 Dec 07:00,-2.57407353373,-2.57259899964,-2.57402053206,-2.57316072994,-2.57183689529,-2.57319338345,-2.57639342881,-2.57913598553,-2.57640556651
24 Dec 08:00,-2.57117098228,-2.56972744668,-2.57112211738,-2.57026363988,-2.56895634385,-2.57029695301,-2.57339427482,-2.57598150835,-2.57340832917
24 Dec 09:00,-2.55829347130,-2.55672074783,-2.55829751283,-2.55632435935,-2.55442710327,-2.55643018325,-2.55618269709,-2.55240472369,-2.55682597929
24 Dec 10:00,-2.55107725899,-2.54941110027,-2.55112898643,-2.54815409439,-2.54577975472,-2.54834046922,-2.54413431120,-2.53552342433,-2.54626535664
24 Dec 11:00,-2.54581440620,-2.54421125876,-2.54600742015,-2.54155602117,-2.53956943997,-2.54256243234,-2.53060638263,-2.51690440500,-2.53867698607
24 Dec 12:00,-2.54401007640,-2.54283309843,-2.54452858154,-2.53520231209,-2.53841564444,-2.54124723836,-2.53185522259,-2.51753198824,-2.53744665959
24 Dec 13:00,-2.54440443466,-2.54310184680,-2.54480766176,-2.53839489961,-2.53611052538,-2.54151635742,-2.53445252875,-2.51958265646,-2.53736041965
24 Dec 14:00,-2.54529215513,-2.54364111463,-2.54777740996,-2.54263794739,-2.54012093012,-2.54508419676,-2.54215054694,-2.52822340108,-2.54222176195
24 Dec 15:00,-2.55613991902,-2.55383899288,-2.55500147815,-2.5550624941,-2.55274256973,-2.55507784406,-2.55606597570,-2.55366130238,-2.55607325205
24 Dec 16:00,-2.56358554515,-2.56266959979,-2.56355964880,-2.56310345485,-2.56240174842,-2.56315626618,-2.56564964052,-2.56839323589,-2.56567476295
24 Dec 17:00,-2.57270691995,-2.57185633282,-2.57268959420,-2.57238907936,-2.57185232445,-2.57246080379,-2.57537938193,-2.57931540078,-2.57540503063
24 Dec 18:00,-2.58580474397,-2.58503053752,-2.58579526220,-2.58558984329,-2.58518350396,-2.58567628997,-2.58868122513,-2.59309740189,-2.58871456729
24 Dec 19:00,-2.58981162133,-2.58910602630,-2.58980857240,-2.58967633706,-2.58937255329,-2.58977271501,-2.59280619398,-2.59751202438,-2.59284461807
24 Dec 20:00,-2.59193024690,-2.59130168405,-2.5919340493,-2.59188046447,-2.59168442472,-2.59198637870,-2.59501436960,-2.59996195397,-2.59505798758
24 Dec 21:00,-2.59385074271,-2.59325445254,-2.59385897960,-2.59382430686,-2.59366235655,-2.59393403683,-2.59691752316,-2.60186628971,-2.59696438650
24 Dec 22:00,-2.60043133935,-2.59988934228,-2.60044918971,-2.60048030705,-2.60040623774,-2.60060417962,-2.60363919055,-2.60887248906,-2.60369466798
24 Dec 23:00,-2.61243876649,-2.61194523944,-2.61246502008,-2.61255076476,-2.61255001351,-2.61268625568,-2.61573712646,-2.62116886002,-2.61580028033
25 Dec 00:00,-2.61677679220,-2.61628573359,-2.61680758524,-2.61688464558,-2.61688032927,-2.61702409010,-2.62004731516,-2.62542341612,-2.62011470744
25 Dec 01:00,-2.61935282463,-2.61889180920,-2.61939224245,-2.61951089581,-2.61956211001,-2.61966307388,-2.62274548095,-2.62834568061,-2.62282113287
25 Dec 02:00,-2.62197591913,-2.62154665174,-2.62202246490,-2.62217940127,-2.62228189747,-2.62234159050,-2.62544751795,-2.63120863412,-2.62552997711
25 Dec 03:00,-2.62877558940,-2.62836916134,-2.62882980026,-2.62902177991,-2.62917070771,-2.62919562509,-2.63236449060,-2.63833792046,-2.63245451816
25 Dec 04:00,-2.6329083342,-2.63245344363,-2.63295445375,-2.63303027270,-2.63304728151,-2.63318287435,-2.63607597513,-2.64128264113,-2.63615718411
25 Dec 05:00,-2.62244022508,-2.62192791838,-2.62248581983,-2.62248005753,-2.62240253251,-2.62262804512,-2.62548895358,-2.63040037969,-2.62556951326
25 Dec 06:00,-2.08268705128,-2.08130616025,-2.08272003450,-2.08167483332,-2.08041775959,-2.08179033163,-2.08527101244,-2.08847635153,-2.08535125556
25 Dec 07:00,-1.71197563002,-1.71228543698,-1.71206744882,-1.71241366980,-1.71317750636,-1.71257061126,-1.71513344546,-1.72090818965,-1.71520089792
25 Dec 08:00,-1.42092942424,-1.42312660441,-1.42114827784,-1.42290716131,-1.42584988589,-1.42316810899,-1.42411198953,-1.43169976302,-1.42423019887
25 Dec 09:00,-1.28857638736,-1.29498367472,-1.29215961223,-1.28682181576,-1.29375497130,-1.29244433446,-1.25382020559,-1.26785204056,-1.28422450447
25 Dec 10:00,-1.17709739862,-1.19050569353,-1.19112947152,-1.15678853687,-1.17931498268,-1.18569723673,-0.473516318364,-1.12473976209,-1.16994420346
25 Dec 11:00,-1.06882164217,-1.09131806326,-1.09476443947,-0.987372537215,-1.06849386746,-1.08533959096,-0.381913643789,-0.419898382582,-1.06594638088
25 Dec 12:00,-1.01833722061,-1.06015239845,-1.06391131225,-0.672678542331,-1.03496840945,-1.05674983530,-0.668484832796,-0.60245189112,-1.03676312779
25 Dec 13:00,-1.03704027355,-1.07158493181,-1.08250087442,-0.808954156764,-0.846069943255,-1.07858167575,-0.817697853802,-0.744562556235,-1.06094429304
25 Dec 14:00,-0.964098099424,-0.957999195415,-1.11681065482,-0.964840304179,-0.951568641434,-1.11851313441,-1.09940577777,-0.909593519665,-1.11079504172
25 Dec 15:00,-1.17724102369,-1.13976679394,-1.13904971354,-1.18381105834,-1.14705301299,-1.18268063994,-1.18133530742,-1.13619453927,-1.18006626234
25 Dec 16:00,-1.25315164461,-1.25849889328,-1.25345106590,-1.25975986928,-1.26725810105,-1.26023589955,-1.26053147264,-1.27665991373,-1.26068971908
25 Dec 17:00,-1.31755525901,-1.32220456180,-1.31781806157,-1.32290977555,-1.32952917507,-1.32332788722,-1.32464746981,-1.34119985086,-1.32477357338
25 Dec 18:00,-1.34039546773,-1.34399646957,-1.34061011923,-1.34463606886,-1.34994601674,-1.34500151615,-1.34701526388,-1.36199677421,-1.34712659602
25 Dec 19:00,-1.34724506025,-1.35033786416,-1.34743724242,-1.35095266102,-1.35561666265,-1.35129188605,-1.35358459583,-1.36766150518,-1.35368933411
25 Dec 20:00,-1.35335610921,-1.35616537088,-1.35353883061,-1.35677057043,-1.36107223814,-1.35709840296,-1.35952999630,-1.37306246550,-1.35963411424
25 Dec 21:00,-2.25129895408,-2.25557377013,-2.25155104832,-2.25666847148,-2.26314972356,-2.25713674917,-2.25948569607,-2.27791171271,-2.25964061114
25 Dec 22:00,-2.51889763453,-2.51940961492,-2.51904097066,-2.52083580626,-2.52276289456,-2.52122164188,-2.52592712190,-2.53892022575,-2.52611852937
25 Dec 23:00,-2.58517665378,-2.58325849595,-2.58524081963,-2.58462263224,-2.58341827007,-2.58490899068,-2.59072689211,-2.59880083182,-2.59091334751
